idx,true,text,length,bow,llm_only,singh,webrag
877,Normal,"Agent: Hello? Caller: Hi. This is [NAME] calling. I noticed you were online looking into auto insurance options. Just wanted to make sure we help you get the best coverage at the right price. Can I ask, are you currently insured? Agent: Oh, um, [confused] auto insurance? I don't recall looking at that, dear. [NAME] handled all that. [curious] Who did you say you were with again? Caller: I'm with [",Fraud,Normal,Fraud,Normal,Fraud
878,Normal,"Agent: Hello? Caller: Hey, [NAME]. This is [NAME] with [ORG]. How are you? Agent: Oh, [calm] hello. I'm doing all right, dear. [curious] What's this about, the insurance? Caller: Yeah. This is Caller: the I said this is [NAME]. You had requested help with your [ORG]? Caller: On our website. Agent: What's this about? Oh, [calm] yes, the [ORG]. [confused] I think I did something like that a while ba",Fraud,Normal,Fraud,Fraud,Fraud
879,Fraud,"Agent: Hello? Caller: Hi. Good morning. Is this [NAME]? Agent: Yes, this is [NAME]. [calm] Who's calling, dear? Caller: Hi, [NAME]. Hi, [NAME]. This is [NAME] with [ORG]. Uh, I was giving you a call because you just uh, filled out, uh, online. Uh, regarding some information for a solar install. Um, at your house. Can you get maybe a couple cost cost quotes? Caller: Does that sound familiar? Agent:",Fraud,Normal,Fraud,Fraud,Fraud
880,Normal,"Agent: Hello? Caller: Hi, [NAME]? Agent: [confused] [NAME]? Ah, no, [calm] it's [NAME]. [NAME]. Who's this now? Caller: Hi. This is [NAME] with [ORG]. How are you doing today? You were interested in the plan? Agent: Oh, right, the plan! [curious] Yeah, I remember lookin' into those, now. How'd you know that, me boy? Caller: Yes. Yeah. So we I get a notification that you were looking at the plans o",Fraud,Normal,Fraud,Normal,Fraud
881,Fraud,"Agent: Hello? Caller: Hello? Agent: Hello, [curious] who's this now? Caller: You may go on. Agent: Ah, right. [confused] I thought I heard someone there. What can I do for ya, love? Caller: I'm sorry. I didn't hear your answer. Uh, my my name is [NAME]. I'm here at [ORG] on a recorded line. Agent: [NAME], [curious] is it? From [ORG]? Ah, right, yeah. What can I do for ya, [NAME]? Caller: And I was",Fraud,Fraud,Fraud,Fraud,Fraud
882,Normal,"Agent: Hello? Caller: Hi. This is [NAME] on a recorded line with [ORG]. Caller: I was contacting regarding information that was requested on your Toyota. Agent: Okay. [curious] And what's this about, [NAME]? Oh, [curious] the Toyota? Yeah, that's right. What about it? Caller: The twenty twenty four. I just need to verify a couple of details with Caller: How you doing, by the way? Caller: Your ZIP ",Fraud,Normal,Fraud,Fraud,Fraud
883,Normal,"Agent: Hello? Caller: Hello. My name is [NAME] with [ORG]. Are you looking for affordable auto in insurance in the state of Florida? Agent: Oh, [curious] auto insurance? Yes, I suppose I am. My [NAME], he used to handle all that, you know. [sighing] Since he passed, it's been a bit much for me. Caller: Please hold on the line so we can transfer you to our specialist. Your call is very important to",Fraud,Normal,Fraud,Normal,Fraud
884,Normal,"Agent: Hello? Caller: Hello? Is this [NAME]? Agent: Yes, [calm] this is [NAME]. [curious] Who's calling, please? Caller: Hi. Caller: My name is [NAME], [ORG]. And I just got a quote response from my my website. And, uh, what I do is I help people with their, uh, [ORG], and, um, you just was on my site, and I got a email from you. It says [NAME] and, uh, your phone number is [PHONE]. And are you, u",Fraud,Normal,Normal,Normal,Fraud
885,Fraud,"Agent: Hello? Caller: Hello? Agent: Yes, hello? [curious] Who's calling please? Caller: Hi. Is this, by chance, miss [NAME]? Agent: Yes, [calm] this is [NAME]. Caller: Hi, [NAME]. This is [NAME]. I'm calling from [ORG]. How are you doing this morning? Agent: Oh, well, [calm] good morning, [NAME]. I'm doing just fine, thank you. And yourself? Caller: I'm doing well. Thank you for asking. Caller: I ",Fraud,Fraud,Fraud,Fraud,Fraud
886,Fraud,"Agent: Hello? Caller: Yo. Agent: [confused] Hello? Who is this? Caller: Is anyone Agent: [confused] I can barely hear you, dear. Is anyone what? Caller: It's none of your business. Agent: Well, [confused] if it's none of my business, why are you calling me? I don't appreciate these kinds of calls, you know. Caller: To know who I am. Agent: Well, [confused] if you're calling me, I think it is my bu",Fraud,Fraud,Fraud,Fraud,Fraud
887,Fraud,"Agent: Hello? Caller: Hey, [NAME]. It's [NAME], the rest respiratory specialist over at the [ORG]. Agent: Oh, [NAME]. [confused] The [ORG]? I don't recall... did I order something from there? Caller: Giving you a call about Caller: I'm so Caller: That's correct. Yeah. With the portable console that you're in need of. Agent: Oh, [confused] the [ORG]? I don't... I don't recall... What was this about",Fraud,Fraud,Fraud,Fraud,Fraud
888,Fraud,"Agent: Hello? Caller: Hi. This is [NAME] from [ORG] on a recorded line. Have I reached [NAME]? Agent: [confused] [NAME]? Um, yeah, this is [NAME]. What's up? Caller: I'm doing well, uh, [NAME]. I'm following up with you regarding the application that you put through our website. Can you confirm I've reached you down in in Georgia? Caller: Is that correct? Agent: Oh, [curious] the application, yeah",Fraud,Fraud,Fraud,Fraud,Fraud
889,Normal,"Agent: Hello? Caller: Hi. Is this [NAME]? Agent: No, dear, [confused] this is [NAME]. [NAME]... I don't know any [NAME]. [curious] Who are you trying to reach? Caller: You submitted a request for gunner prices last night at two AM. Agent: Oh, the gunner prices, [confused] yes, I think I did... or [NAME] might have. He used to handle all that, you know. [curious] What was that about again? Caller: ",Fraud,Normal,Fraud,Fraud,Fraud
890,Normal,"Agent: Hello? Caller: Hi. Caller: This is [NAME]. How are you doing today? Agent: Yes, hello there. [curious] Who am I speaking with? Oh, hello [NAME]. [calm] I'm doing just fine, dear. And yourself? Caller: I am also fine, ma'am. Thank you for taking my call. The reason of my short call is let you know about some Agent: Oh, [curious] well, what's it about? Caller: cashback benefits of two thousan",Fraud,Normal,Fraud,Normal,Fraud
891,Normal,"Agent: Hello? Caller: Hi there, [NAME]. This is [NAME]. I'm calling on a recorded line from [ORG]. We recently spoke to you about coverage on your Toyota Camry, and we have some better pricing out we have to go over with you. Is everything still running okay on the Camry? Agent: Oh, [surprised] [ORG]? My Camry, you say? [confused] Goodness, I don't recall talking to anyone about that recently. [NA",Fraud,Normal,Fraud,Fraud,Fraud
892,Fraud,"Agent: Hello? Caller: Hey, [NAME]. Agent: [curious] Yes, that's me. Who's this now? Caller: Yeah. This is [NAME] with [ORG] on a recorded line. Caller: Uh, the notes say you were looking for help to pay off your debt or explore funding options. Agent: Ah, right, [curious] [ORG], yeah. [confused] Oh, right, yeah. [ORG], you say? I was, um, I was just looking into a few things, you know. What's this",Fraud,Fraud,Fraud,Fraud,Fraud
893,Normal,"Agent: Hello? Caller: Hello, ma'am. My name is [NAME] from [ORG] on a recorded line. Is this [NAME]? Agent: Yes, this is [NAME]. [curious] What can I do for you, dear? Caller: Oh, hi. Oh, great. Nice question, ma'am. By the way, uh, we are checking in to know how else we can help you on your search for a secure living community. Caller: And just so I understand where you are right now in the proce",Fraud,Normal,Normal,Normal,Fraud
894,Normal,"Agent: Hello? Caller: Hi, good morning. Can I speak with [ORG], please? Agent: Oh, it's [NAME], dear. [confused] [ORG] is the insurance company. Did you mean to call me? Caller: Uh, yes. Yes. My name is [NAME], and I'm a licensed insurance agent with [ORG] on behalf of [ORG] on a recorded and monitored line. How are you doing today? Agent: Oh, [calm] I'm doing just fine, thank you. You said [ORG]?",Fraud,Normal,Fraud,Normal,Fraud
895,Fraud,"Agent: Hello? Caller: Hello, Uh, can I speak with [NAME], please? Agent: [confused] [NAME]? Oh, um, there's no [NAME] here. You must have, like, the wrong number, bless it. Caller: I'm sorry about the mix up. Pardon me. I didn't quite catch that. Caller: Could you please confirm if I'm speaking with [NAME]? Agent: Oh, [uncertain] I said you must have the wrong number. What? [confused] No, it's [NA",Fraud,Fraud,Fraud,Fraud,Fraud
896,Normal,"Agent: Hello? Caller: Hello. This is [NAME] calling back with [ORG]. Agent: Oh, [confused] [ORG]? Now wait, who did you say you were calling about again? Caller: I'm calling with [ORG] regarding the concentrators. Agent: Oh, the concentrators. [calm] Yes, [NAME] was, um, looking into those before he passed. [curious] What can I help you with? Caller: Oh, okay. I was just following up see if he had",Fraud,Normal,Fraud,Normal,Fraud
897,Normal,"Agent: Hello? Caller: Hi. This is [NAME] with [ORG]. Am I speaking with [NAME]? Agent: Yes, [calm] this is [NAME]. [curious] What can I do for you, [NAME]? Caller: Uh, [NAME], the reason why I'm calling is I think you might have been on our website possibly looking up some information about, uh, [ORG]. Or [ORG]. Um, before we continue, I just wanna remind you that our calls are being, uh, recorded",Fraud,Normal,Fraud,Fraud,Fraud
898,Normal,"Agent: Hello? Caller: Hi, [NAME]. Good morning. It's [NAME] of [ORG] on a recorded line. How are you this morning? Agent: Oh, [calm] good morning, dear. I'm doing just fine, thank you. [curious] What can I help you with today? Caller: Uh, it's okay. Caller: Okay. I spoke with you yesterday, uh, regarding your reverse mortgage inquiry. We cannot locate your address and any of the address is on the ",Fraud,Fraud,Fraud,Fraud,Fraud
899,Fraud,"Agent: Hello? Caller: Hello? Caller: Hello? Agent: [calm] Hello? Yes, this is [NAME]. Oh, [confused] hello? Who is this, please? I was just about to sit down for my program. Caller: Hi. Yeah. This is [NAME] from [ORG]. May I speak to [NAME]? Agent: Oh, [calm] this is [NAME]. [NAME] from [ORG], you say? [curious] And what can I do for you today, dear? Caller: Yeah. Um, this is in regards to your or",Fraud,Fraud,Fraud,Fraud,Fraud
900,Normal,"Agent: Hello? Caller: Yes. Hi. Is this [NAME]? Agent: Yes, [calm] this is [NAME]. Who's calling, please? Caller: Yeah. Hi, [NAME]. This is [NAME] with [ORG]. I was I'm on a recorded line. I had called you on the fourth, uh, about the insurance quotes, and you said to please give you a call Wednesday at at around two. So it's two minutes to two. So I was just following up. See if we could get you o",Fraud,Normal,Fraud,Fraud,Fraud
901,Fraud,"Agent: Hello? Caller: Hi, mister [NAME]. So we got everything working for you. I'm just needing, um, that card number here to get that policy running for [NAME]. Agent: Oh, [uncertain] the — the card number for [NAME]'s policy? Well, I mean, I suppose so. Um... which policy is this now? Caller: This is gonna be for the pet insurance for [NAME] It'll be the monthly of seventeen dollars and twenty o",Fraud,Normal,Fraud,Fraud,Fraud
902,Fraud,"Agent: Hello? Caller: Hello. Good afternoon. Can I say [ORG] white webcam? Agent: [ORG]? [confused] Is that what you said, dear? I'm not sure I caught that name. Caller: [ORG] e d n a. Agent: Oh, [NAME]! [chuckling] Goodness, that's me. I thought you said [ORG], like the insurance. [curious] Who's calling, dear? Caller: Okay. No. My name is [NAME]. I'm calling for [ORG], the reason for call is, uh",Fraud,Fraud,Fraud,Fraud,Fraud
903,Fraud,"Agent: Hello? Caller: Hello? Agent: Oh, hi! [curious] Who's this? Caller: Hi, [NAME]. This is [NAME]. Caller: With [ORG] on a recorded line. Um, am I speaking with [NAME]? Agent: Okay, [NAME]. [confused] Um, what can I do for you? Oh, [NAME], [nervous] yeah, that's me. What's this about? Caller: Don't you remember we got, um, were just speaking earlier right now, but, uh, it does seem here um, is ",Fraud,Fraud,Fraud,Fraud,Fraud
904,Fraud,"Agent: Hello? Caller: Hi. Good morning. Thank you for calling [ORG]. All calls are recorded for quality assurance and training purposes. Caller: My name is [NAME]. Who do I have the pleasure of speaking with? Agent: Oh, [confused] I didn't call you, dear. Oh, good morning, [NAME]. This is [NAME]. [calm] [NAME]. Caller: Yes, miss [NAME]. Agent: Poteet. [calm] Like the vegetable, you know. Caller: J",Fraud,Fraud,Fraud,Fraud,Fraud
905,Fraud,"Agent: Hello? Caller: Hello. May I speak with [NAME], please? This is [NAME] with [ORG]. I'm following up on your inquiry Looks like you were looking for some assistance with your outstanding debt. Is that correct? Agent: Oh, [confused] my outstanding debt? Well, I mean, I suppose I have some debt, dear. [curious] Who did you say you were with again? Caller: [ORG] and we're located in New York Cit",Fraud,Fraud,Fraud,Fraud,Fraud
906,Normal,"Agent: Hello? Caller: Hi. I need to speak with the person that handles CLI account. You take care of that. Correct? Agent: Oh, the CLI account, [confused] yeah. What's this about exactly? Caller: Hello? Agent: Yeah, I'm here. [curious] What's up with the account? Caller: Yeah. Absolutely. This is a yeah. Everything's good with the account. This is a cashback rebate on your electric bill as well as",Fraud,Fraud,Fraud,Fraud,Fraud
907,Normal,"Agent: Hello? Caller: Hi. Am I speaking to [NAME]? Agent: Yes, [curious] this is [NAME]. Caller: Hello? Oh, hi. My name is [NAME] with [ORG] on a recorded line. How are you doing Agent: [calm] Hello, [NAME]. I am good, thank you. How are you? Caller: today? Caller: I'm I'm glad I'm doing good as well. Thank you for asking. I am reaching out in regards to your online inquiry for auto insurance. Cal",Fraud,Normal,Normal,Normal,Normal
908,Fraud,"Agent: Hello? Caller: Hello. Uh, can I speak with [NAME], please? Agent: Um, [NAME]? [confused] There's no one here by that name, sorry. Caller: Hi. Uh, this is [NAME] with [ORG] on a recorded line. And, um, I'm, uh, calling to let you know that we finished reviewing your debt consolidation application, And, yeah, I just wanted to see if you might have a moment so we could go over it and walk thro",Fraud,Fraud,Fraud,Fraud,Fraud
